FCHV,FCHV Program-SMH/FP-Home Delivery-Breast Feeding<1 hour of Birth,G4KPD091l1Q
FCHV,FCHV Program-SMH/FP-Home Delivery-Birth Asphyxia Management,SuVbuGqsBY1
FCHV,FCHV Program-SMH/FP-Distribution of PP Vit A,EwN0uOrOfJv
FCHV,FCHV Program-Maternal Death-Postpartum,rHjBGnfxzP5
FCHV,FCHV Program-Maternal Death-Intrapartum,AIsCgxwtpCA
FCHV,FCHV Program-Maternal Death-Antepartum,TRpyDKO2Oha
FCHV,FCHV Program-Death-â‰¤28 days,ThGZ5bULFGx
FCHV,FCHV Program-Death-29-59 days,XS2jGaHKVUo
FCHV,FCHV Program-Death-2-59 Months,hUDxxPI4yyN
FCHV,FCHV Program-CBIMCI-Below 2 Months-Treated with Cortim & referred to HF-â‰¤28 days,zEePoHJl3cQ
FCHV,FCHV Program-CBIMCI-Below 2 Months-Treated with Cortim & referred to HF-29-59 days,FNPm54vQ4Qf
FCHV,FCHV Program-CBIMCI-Below 2 Months-Sick Baby-â‰¤28 days,ZHtfBpV3TFw
FCHV,FCHV Program-CBIMCI-Below 2 Months-Sick Baby-29-59 days,eldtJgS46Yn
FCHV,FCHV Program-CBIMCI-(2-59)Months-Zinc Exp(tab),VukQeGJiziv
FCHV,FCHV Program-CBIMCI-(2-59)Months-Treated with ORS & Zinc,KOtuarB2k4i
FCHV,FCHV Program-CBIMCI-(2-59)Months-Treated with Cortim,APRgnhXv0bD
FCHV,FCHV Program-CBIMCI-(2-59)Months-Treated ORS Only,a9DRwKv4wZE
FCHV,FCHV Program-CBIMCI-(2-59)Months-Total Diarrhoea Cases,a6xMkNuZsBz
FCHV,FCHV Program-CBIMCI-(2-59)Months-Total cases ARI,wpHNwlmEC4I
FCHV,FCHV Program-CBIMCI-(2-59)Months-ORS Expenditure(pkt),FOSN4tcScrg
FCHV,FCHV Program-CBIMCI-(2-59)Months-No Pneumonia cases,VB66omSxCsO
FCHV,FCHV -IMAM-MUAC-Screening-Red-SAM,hrokHhxMqJA
HIV/AIDS,HIV/AIDS-OST-Clients  Completed End of Current Month Methadone,FjKjFN6ou2U
HIV/AIDS,HIV/AIDS-OST-Clients Completed OST at End of Current Month Buprenorphin,EwVYjD5SrKS
HIV/AIDS,HIV/AIDS-STI Cases-Syndromic-Other,liT7BHNWQwm
HIV/AIDS,HIV/AIDS-STI Cases -Asymptomatic Partners Treated,YPpqANKU05q
HIV/AIDS,HIV/AIDS-OST-Clients on OST at End of Last Month Buprenorphin,RPrODBdf0tS
HIV/AIDS,HIV/AIDS-OST-New Clients Enrolled in Current Month Methadone,cjBwmQ8lXgA
HIV/AIDS,HIV/AIDS-OST-Clients on OST at End of Last Month Methadone,xj1mAPnUbCu
HIV/AIDS,HIV/AIDS-STI Cases-Syndromic-Genital Ulcer Disease,v0Ppx8uBJsI
HIV/AIDS,HIV/AIDS-STI Cases -Syndomic/ Etiological Management of STI-Screened/Counselled,Sy1XmU4XMVa
HIV/AIDS,HIV/AIDS-OST-Clients Drop Out in Current Month Methadone,L0XgYDskIXp
HIV/AIDS,HIV/AIDS-OST-Clients Drop Out in Current Month Buprenorphin,AWuZF2xvTw2
HIV/AIDS,HIV/AIDS-STI Cases-Etiological-GNID-Gram Stain +ve,iWbV0HzlWsL
HIV/AIDS,HIV/AIDS-STI Cases-Etiological-Syphilis-Treated,VicQ5LErjF4
HIV/AIDS,HIV/AIDS-STI Cases-Etiological-Cervisitis,YkjB6ddFhMt
HIV/AIDS,HIV/AIDS-STI Cases -Syndomic/Etiological Management of STI-Diagnosed,JKHd2Bcxixf
HIV/AIDS,HIV/AIDS-STI Cases-Etiological-Herpes Genitalis,NO4Q1cqiuAj
HIV/AIDS,HIV/AIDS-STI Cases-Syndromic-Inguinal Bubo,juq1j1dHkr0
HIV/AIDS,HIV/AIDS-STI Cases-Syndromic-Urethral Discharge,kWwchBgaKrL
HIV/AIDS,HIV/AIDS-STI Cases-Etiological-Syphilis-Diagnosed,gLvteKd7Kwe
HIV/AIDS,HIV/AIDS-STI Cases-Syndromic-Lower Abdominal Pain,B3v4Tv4VWG9
HIV/AIDS,HIV/AIDS-Total Cases Assessed,rkYQJyToheM
HIV/AIDS,HIV/AIDS-OST-Clients Re-Entry in Current Month Methadone,lkwyj5ZonyT
HIV/AIDS,HIV/AIDS-OST-Clients +ve Discharge in Current Month Buprenorphin,ebjg787wPvW
HIV/AIDS,HIV/AIDS-OST-Clients Re-Entry in Current Month Buprenorphin,Zf8ohsnIiIY
HIV/AIDS,HIV/AIDS-OST-New Clients Enrolled in Current Month Buprenorphin,UHyER0Yjhhl
HIV/AIDS,HIV/AIDS-STI Cases-Etiological-Vaginitis,ZUe8gWgC2a4
HIV/AIDS,HIV/AIDS-STI Cases-Syndromic-Scortal Swelling,v7eFXSLMbLX
HIV/AIDS,HIV/AIDS-OST-Clients +ve Discharge in Current Month Methadone,AKC0dj9y1Jt
HIV/AIDS,HIV/AIDS-STI Cases-Syndromic-Vaginal Discharge,OfzHjFWLoZD
HIV/AIDS,HIV/AIDS-STI Cases -Syndomic/Etiological Management of STI-Treated,rIHzObrYaia
HIV/AIDS,HIV/AIDS-STI Cases -Presumptive Treatment to SWs,rbE1lfXl33g
HIV/AIDS,HIV/AIDS-Needle Syringe Exchange Programme-In,abCNIOusdrR
HIV/AIDS,HIV/AIDS-HTCP-Testing and Counseling with Result-Other MSM & TG,mChhDjzfLiU
HIV/AIDS,HIV/AIDS-STI Cases-Syndromic-Inguinal Bubo-MSM and TG,XUXEr3zmwRP
HIV/AIDS,HIV/AIDS-ART:Status of HIV Care-Enrollment on ART-New patients started ART-During-FSW,s3HgfClbHwP
HIV/AIDS,HIV/AIDS-ART:Status of HIV Care-Enrollment in HIV Care-New patients enrolled in HIV care-During-IDU,uLfLnXWzdG4
HIV/AIDS,HIV Tested in HTC Program,UZWkdkiLYVo
HIV/AIDS,HIV/AIDS-ART:Status of HIV Care-Deduction Total deaths reported (cumulative)-End-Migrant,bSoW68OH9o9
HIV/AIDS,HIV/AIDS-ART:Status of HIV Care-Deduction-Cumulative patients transferred out-End-MSM,RxXOs7gbQos
HIV/AIDS,HIV/AIDS-ART:Status of HIV Care-Patients ever started ART at the end of this month-End-IDU,VcE7LXuVQFs
HIV/AIDS,HIV/AIDS-ART:Enrollment in HIV Care-Cumulative number of Patients ever enrolled-Beginning of month-Child(Male/Female),y3ry04JKc82
HIV/AIDS,HIV/AIDS-Treatment Adherence on ART (No of Cases)-< 80% (C ),eSdaK3mmfLU
HIV/AIDS,HIV/AIDS-ART:Status of HIV Care-Patients medically eligible for ART but have not started-End-others,HVH7nMpAcIV
HIV/AIDS,HIV/AIDS-ART:Enrollment in HIV Care-Cumulative number of Patients ever enrolled-Beginning of month-Adult,qCSanxgH0Kw
HIV/AIDS,HIV/AIDS-Opportunistic Infection-TB and FP-PLHIV screened for FP need< 5 Years,QLN1lKYCwHJ
HIV/AIDS,HIV/AIDS-ART:Status of HIV Care-Patients medically eligible for ART but have not started-End-Migrant,cE4xfNTvEd1
HIV/AIDS,HIV/AIDS-ART:Status of HIV Care-Patients on ART-Patients in substituted 1st line regimen-End-IDU,Vb6GP5jTqmJ
HIV/AIDS,HIV/AIDS-HIV Exposed Baby-Prophylaxis-Started IPT,rq3efRl0b56
HIV/AIDS,"HIV/AIDS-Opportunistic Infection-TB and FP-PLHIV using any FP Method FP (OCP, Depo, IUCD, Implant, Minilap, Vasectomy) â‰¥ 15 Years",f6ZCT4Ug2cm
HIV/AIDS,"HIV/AIDS-Opportunistic Infection-TB and FP-PLHIV using any FP Method FP (OCP, Depo, IUCD, Implant, Minilap, Vasectomy)< 5 Years",KQoew73HhrA
HIV/AIDS,HIV/AIDS-ART:Status of HIV Care-Patients on ART-Patients in original 1st line regimen-End-others,QEk1Ya41KHa
HIV/AIDS,HIV/AIDS-STI Cases-Syndromic-Inguinal Bubo-Clients of FSWs,hkTRv6PmHMD
HIV/AIDS,HIV/AIDS-ART:Status of HIV Care-Number of patients transferred out-During-FSW,c63jxVQ2GM7
HIV/AIDS,HIV/AIDS-HTCP-Testing and Counseling with Result-Migrants,ghLRxsFgYbE
HIV/AIDS,HIV/AIDS-Opportunistic Infection-TB and FP-PLHIV screened for FP need â‰¥ 15 Years,dFa6uTfAwWC
HIV/AIDS,HIV/AIDS-ART:Enrollment in HIV Care-New patients enrolled in HIV care-During the month-Child(Male/Female),Qj0QbS4dNBY
HIV/AIDS,HIV/AIDS-ART:Status of HIV Care-Enrollment in HIV Care-Number of patients transferred in-During-FSW,I2UsRedst46
HIV/AIDS,HIV/AIDS-ART:Status of HIV Care-Enrollment on ART-Patients on ART transferred in-During-others,ZZxwqAk6JY9
HIV/AIDS,HIV/AIDS-Currently on  ART by Regimen-First Line-AZT/3TC/NVP-Child,nSyYEGGJHTj
HIV/AIDS,HIV/AIDS-Opportunistic Infection-TB and FP-PLHIV Referred for FP 5-14 Years,kOxPx2Shylb
HIV/AIDS,HIV/AIDS-Currently on  ART by Regimen-First Line-d4T/3TC/EFV-Child,eshWSz0Nke8
HIV/AIDS,HIV/AIDS-STI Cases-Syndromic-Other-Neonates,j8MaW0PY2X8
HIV/AIDS,HIV/AIDS-ART:Status of HIV Care-Patients on ART-Patients in original 1st line regimen-End-Migrant,lkoaDxBxZ0U
HIV/AIDS,HIV/AIDS-ART:Enrollment on ART-Patients on ART transferred in-During the month-Child(Male/Female),EhYb3Av3q4w
HIV/AIDS,HIV/AIDS-Currently on  ART by Regimen-First Line-TDF/3TC/NVP-Child,yDkMJ0U8OVG
HIV/AIDS,HIV/AIDS-ART:Enrollment on ART-Patients ever started ART at the end of last month-Beginning of this month-Adult,Dfpwp9Bp6eg
HIV/AIDS,HIV/AIDS-STI Cases-Syndromic-Vaginal Discharge-Male Migrants,UoF9zFbf2E0
HIV/AIDS,HIV/AIDS-Opportunistic Infections Diagnosed-Toxoplasmosis ,VxZo21bX59i
HIV/AIDS,HIV/AIDS-Currentlly on  ART by Regimen-First Line-Others,YMllWBM2zCs
HIV/AIDS,HIV/AIDS-ART:Out of them-Patients in substituted 1st line regimen-End of the month-Adult,NpxUtD1P3Q5
HIV/AIDS,HIV/AIDS-ART:Status of HIV Care-Enrollment on ART-Patients ever started ART at the end of last month -Beginning-Migrant,nGNG0BdF8n3
HIV/AIDS,HIV/AIDS-Opportunistic Infection-TB and FP-PLHIV referred for FP  â‰¥ 15 Years,iUCKp48mAsB
HIV/AIDS,HIV/AIDS-ART:Status of HIV Care-Enrollment on ART-New patients started ART-During-Migrant,iInDBX9R80V
HIV/AIDS,HIV/AIDS-Opportunistic Infection-TB and FP-Assessed for TB this Month< 5 Years,RbaLxS0Wc0v
HIV/AIDS,HIV/AIDS-STI Cases-Syndromic-Other-Pregnant Women,yuZaom5wNCm
HIV/AIDS,HIV/AIDS-Opportunistic Infection-TB and FP-Assessed for TB this Month 5-14  Years,bM1gsyyDiNj
HIV/AIDS,HIV/AIDS-ART:Deduction-Total patients stopping (ST) ART-End of the month-Adult,gxVkm6Ghk2O
HIV/AIDS,HIV/AIDS-STI Cases-Syndromic-Genital Ulcer Disease,v0Ppx8uBJsI
HIV/AIDS,HIV/AIDS-STI Cases -Syndomic/ Etiological Management of STI-Screened/Counselled,Sy1XmU4XMVa
HIV/AIDS,HIV/AIDS-STI Cases-Syndromic-Scrotal Swelling-Female Sex Workers (FSWs),Frba10EBkjF
HIV/AIDS,HIV/AIDS-ART:Status of HIV Care-Deduction-Total patients stopping (ST) ART-End-others,z0VIwr257te
HIV/AIDS,HIV/AIDS-ART:Status of HIV Care-Patients on ART-Total number of patients currently on ART-End-MSM,JecfA6feGR5
HIV/AIDS,HIV/AIDS-HTCP-Testing and Counseling with Result-People who inject drugs (PWIDs)-Tested,zrMiiAIvQWQ
HIV/AIDS,HIV/AIDS-ART:Status of HIV Care-Patients on ART-Patients switched on to 2nd line regimen-End-IDU,p01aRb1qhnU
HIV/AIDS,HIV/AIDS-HTCP-Testing and Counseling with Result-Clients of Sex Worker,Z6R3HpdLl70
HIV/AIDS,HIV/AIDS-ART:Status of HIV Care-Total MIS/LFU/ST patients restart ART this month-During-IDU,jr5uGuT7Z5X
HIV/AIDS,HIV/AIDS-Opportunistic Infections Diagnosed-Cytomegalo Virus ,rddIoPGKW90
HIV/AIDS,HIV/AIDS-ART:Number of patients transferred out-During the month-Adult,cXvLDGDTiPW
HIV/AIDS,HIV/AIDS-ART:Status of HIV Care-Patients on ART-Patients in substituted 1st line regimen-End-others,I9xOzLn6cve
HIV/AIDS,HIV/AIDS-STI Cases-Etiological-Vaginitis-Spouses of Migrants,t2mYDLX4MfL
HIV/AIDS,HIV/AIDS-ART:Status of HIV Care-Patients on ART-Patients in substituted 1st line regimen-End-FSW,MbcqGfPrGeX
HIV/AIDS,HIV/AIDS-Currently on  ART by Regimen-Second Line-TDF/3TC/LPVr-Child,FFovJBtMWsP
HIV/AIDS,HIV/AIDS-ART:Status of HIV Care-Enrollment in HIV Care-Cumulative number of Patients ever enrolled-Beginning-FSW,ELbC6Uqcnhk
HIV/AIDS,HIV/AIDS-ART:Status of HIV Care-Enrollment in HIV Care-Number of patients transferred in-During-Migrant,V8J70iHQGDi
HIV/AIDS,HIV/AIDS-ART:Status of HIV Care-DeductionTotal deaths reported (cumulative)-End-IDU,sDBMum0WaXH
HIV/AIDS,HIV/AIDS-Total Cases Assessed,rkYQJyToheM
HIV/AIDS,HIV/AIDS-ART:Status of HIV Care-Total cumulative no of patients served-End-others,eIdCOeLJcrB
HIV/AIDS,HIV/AIDS-Opportunistic Infection-TB and FP-TB HIV Patients Received CPT< 5 Years,dt7sU3JM87d
HIV/AIDS,HIV/AIDS-ART:Status of HIV Care-Number of patients death reported-During-MSM,ukb7b11eNAi
HIV/AIDS,HIV/AIDS-STI Cases-Syndromic-Urethral Discharge-Neonates,GYhTtxAVK6o
HIV/AIDS,HIV/AIDS-Opportunistic Infection-TB and FP-New Clients on TB Treatment â‰¥ 15 Years,WDuhYBse9jq
HIV/AIDS,HIV/AIDS-ART:Status of HIV Care-Enrollment in HIV Care-Cumulative number of Patients ever enrolled-Beginning-others,LKltaxymKxS
HIV/AIDS,HIV/AIDS-STI Cases-Syndromic-Genital Ulcer Disease-Neonates,HkapLhdqxiL
HIV/AIDS,HIV/AIDS-HIV Exposed Baby-Prophylaxis-Started CPT,IfyLbdiXqyM
HIV/AIDS,HIV/AIDS-ART:Status of HIV Care-Deduction-Cumulative patients transferred out-End-FSW,TPoE1ZfcLHL
HIV/AIDS,HIV/AIDS-ART:Status of HIV Care-Deduction-Total patients missing (MIS)-End-MSM,RlQlOXbiM84
HIV/AIDS,HIV/AIDS-ART:Status of HIV Care-Deduction-Total patients missing (MIS)-End-others,oWUU4DqJmqw
HIV/AIDS,HIV/AIDS-ART:Out of them-Patients switched on to 2nd line regimen-End of the month-Adult,rtjkj8mjGrP
HIV/AIDS,HIV/AIDS-HIV Exposed Baby-Early Infant Diagnosis-09-18 Months-Positive,INf5DZwVLF3
HIV/AIDS,HIV/AIDS-STI Cases-Syndromic-Other-Others,MG4QqpGoV1y
HIV/AIDS,HIV/AIDS-STI Cases-Syndromic-Scrotal Swelling-Male Migrants,QmZpWKYE8k6
HIV/AIDS,HIV/AIDS-STI Cases-Syndromic-Lower Abdominal Pain-MSM and TG,XtobbP1giE7
HIV/AIDS,HIV/AIDS-Opportunistic Infection-TB and FP-HIV Patients Initiated IPT this Month (New) â‰¥ 15 Years,S65XqzNvhKC
HIV/AIDS,HIV/AIDS-ART:Status of HIV Care-Deduction-Total patients lost to follow-up (LFU)-End-Migrant,R1KIAa1xf9c
HIV/AIDS,HIV/AIDS-ART:Status of HIV Care-Deduction-Total patients missing (MIS)-End-IDU,W5TR7MU9QyU
HIV/AIDS,HIV/AIDS-ART:Status of HIV Care-Deduction-Total patients lost to follow-up (LFU)-End-others,OcbmNiw5Nco
HIV/AIDS,HIV/AIDS-ART:Out of them-Patients switched on to 2nd line regimen-End of the month-Child(Male/Female),DOWjmqnYeCK
HIV/AIDS,HIV/AIDS-ART:Status of HIV Care-Deduction-Total patients stopping (ST) ART-End-Migrant,WPAb4c9wE4a
HIV/AIDS,HIV/AIDS-ART:Status of HIV Care-Number of patients death reported-Migrant,uloWLEEUXOd
HIV/AIDS,HIV/AIDS-ART:Status of HIV Care-Patients medically eligible for ART but have not started-End-FSW,wF6U6thyYxA
HIV/AIDS,HIV/AIDS-STI Cases-Syndromic-Genital Ulcer Disease-Pregnant Women,YZWY5IHP9nf
HIV/AIDS,HIV/AIDS-ART:Status of HIV Care-Enrollment in HIV Care-Number of patients transferred in-During-others,eVpP6OQTV3g
HIV/AIDS,HIV/AIDS-STI Cases-Syndromic-Scrotal Swelling-Clients of FSWs,CDcmCQFjSaw
