P04,Province 4,D36,36 GORKHA,LB389,D36 Aarughat Rural Municipality,438908,D36-Aarughat 08,46972,11902,AARUPOKHARI HP_GORKHA,HEALTH POST,MINISTRY OF HEALTH,RURAL,HILL,PUBLIC
P04,Province 4,D36,36 GORKHA,LB389,D36 Aarughat Rural Municipality,438909,D36-Aarughat 09,46971,11901,AARUCHANAUTE PHC_GORKHA,PRIMARY HEALTH CENTRE,MINISTRY OF HEALTH,RURAL,HILL,PUBLIC
P04,Province 4,D36,36 GORKHA,LB388,D36 Ajirkot Rural Municipality,438801,D36-Ajirkot 01,47001,11930,GHYACHHOK HP_GORKHA,HEALTH POST,MINISTRY OF HEALTH,RURAL,HILL,PUBLIC
P04,Province 4,D36,36 GORKHA,LB388,D36 Ajirkot Rural Municipality,438802,D36-Ajirkot 02,47012,11941,KHARIBOT HP_GORKHA,HEALTH POST,MINISTRY OF HEALTH,RURAL,HILL,PUBLIC
P04,Province 4,D36,36 GORKHA,LB388,D36 Ajirkot Rural Municipality,438803,D36-Ajirkot 03,46979,11910,BHACHHEK HP_GORKHA,HEALTH POST,MINISTRY OF HEALTH,RURAL,HILL,PUBLIC
P04,Province 4,D36,36 GORKHA,LB388,D36 Ajirkot Rural Municipality,438804,D36-Ajirkot 04,47042,11967,SIMJUNG HP_GORKHA,HEALTH POST,MINISTRY OF HEALTH,RURAL,HILL,PUBLIC
P04,Province 4,D36,36 GORKHA,LB388,D36 Ajirkot Rural Municipality,438805,D36-Ajirkot 05,47029,11954,MUCHHOK HP_GORKHA,HEALTH POST,MINISTRY OF HEALTH,RURAL,HILL,PUBLIC
P04,Province 4,D36,36 GORKHA,LB393,D36 Bhimsen Rural Municipality,439301,D36-Bhimsen 01,47011,11940,KHANCHOWK HP_GORKHA,HEALTH POST,MINISTRY OF HEALTH,RURAL,HILL,PUBLIC
P04,Province 4,D36,36 GORKHA,LB393,D36 Bhimsen Rural Municipality,439303,D36-Bhimsen 03,47049,11974,TANDRANG HP_GORKHA,HEALTH POST,MINISTRY OF HEALTH,RURAL,HILL,PUBLIC
P04,Province 4,D36,36 GORKHA,LB393,D36 Bhimsen Rural Municipality,439304,D36-Bhimsen 04,46993,11922,DHAWA HP_GORKHA,HEALTH POST,MINISTRY OF HEALTH,RURAL,HILL,PUBLIC
P04,Province 4,D36,36 GORKHA,LB393,D36 Bhimsen Rural Municipality,439305,D36-Bhimsen 05,46977,11907,BAGUWA HP_GORKHA,HEALTH POST,MINISTRY OF HEALTH,RURAL,HILL,PUBLIC
P04,Province 4,D36,36 GORKHA,LB393,D36 Bhimsen Rural Municipality,439306,D36-Bhimsen 06,46974,11904,ASRANG HP_GORKHA,HEALTH POST,MINISTRY OF HEALTH,RURAL,HILL,PUBLIC
P04,Province 4,D36,36 GORKHA,LB393,D36 Bhimsen Rural Municipality,439308,D36-Bhimsen 08,46982,11913,BORLANG HP_GORKHA,HEALTH POST,MINISTRY OF HEALTH,RURAL,HILL,PUBLIC
P04,Province 4,D36,36 GORKHA,LB391,D36 Chumnubri Rural Municipality,439101,D36-Chumnubri 01,47039,11964,SAMAGAUN HP_GORKHA,HEALTH POST,MINISTRY OF HEALTH,RURAL,HILL,PUBLIC
P04,Province 4,D36,36 GORKHA,LB391,D36 Chumnubri Rural Municipality,439102,D36-Chumnubri 02,47019,11947,LHO HP_GORKHA,HEALTH POST,MINISTRY OF HEALTH,RURAL,HILL,PUBLIC
P04,Province 4,D36,36 GORKHA,LB391,D36 Chumnubri Rural Municipality,439103,D36-Chumnubri 03,47044,11969,SIRDIBAS HP_GORKHA,HEALTH POST,MINISTRY OF HEALTH,RURAL,HILL,PUBLIC
P04,Province 4,D36,36 GORKHA,LB391,D36 Chumnubri Rural Municipality,439104,D36-Chumnubri 04,47017,11946,LARKEBAZAR HP_GORKHA,HEALTH POST,MINISTRY OF HEALTH,RURAL,HILL,PUBLIC
P04,Province 4,D36,36 GORKHA,LB391,D36 Chumnubri Rural Municipality,439105,D36-Chumnubri 05,46981,11912,BIHI HP_GORKHA,HEALTH POST,MINISTRY OF HEALTH,RURAL,HILL,PUBLIC
P04,Province 4,D36,36 GORKHA,LB391,D36 Chumnubri Rural Municipality,439106,D36-Chumnubri 06,46988,11918,CHUNCHET HP_GORKHA,HEALTH POST,MINISTRY OF HEALTH,RURAL,HILL,PUBLIC
P04,Province 4,D36,36 GORKHA,LB391,D36 Chumnubri Rural Municipality,439107,D36-Chumnubri 07,46985,11916,CHHEKEMPAR HP_GORKHA,HEALTH POST,MINISTRY OF HEALTH,RURAL,HILL,PUBLIC
P04,Province 4,D36,36 GORKHA,LB392,D36 Dharche Rural Municipality,439202,D36-Dharche 02,47010,11939,KERAUJA HP _GORKHA,HEALTH POST,MINISTRY OF HEALTH,RURAL,HILL,PUBLIC
P04,Province 4,D36,36 GORKHA,LB392,D36 Dharche Rural Municipality,439203,D36-Dharche 03,47055,11980,UHIYA HP_GORKHA,HEALTH POST,MINISTRY OF HEALTH,RURAL,HILL,PUBLIC
P04,Province 4,D36,36 GORKHA,LB392,D36 Dharche Rural Municipality,439204,D36-Dharche 04,47014,11943,LAPRAK HP_GORKHA,HEALTH POST,MINISTRY OF HEALTH,RURAL,HILL,PUBLIC
P04,Province 4,D36,36 GORKHA,LB392,D36 Dharche Rural Municipality,439205,D36-Dharche 05,47003,11932,GUMDA HP_GORKHA,HEALTH POST,MINISTRY OF HEALTH,RURAL,HILL,PUBLIC
P04,Province 4,D36,36 GORKHA,LB392,D36 Dharche Rural Municipality,439205,D36-Dharche 05,47020,11948,MACHHA KHOLA HEALTH POST_GORKHA,HEALTH POST,MINISTRY OF HEALTH,RURAL,HILL,PUBLIC
P04,Province 4,D36,36 GORKHA,LB392,D36 Dharche Rural Municipality,439205,D36-Dharche 05,47043,11968,SINGLA HEALTH CENTER_GORKHA,HEALTH CENTRE,MINISTRY OF FEDERAL AFFAIRS AND LOCAL DEVELOPMENT,RURAL,HILL,PUBLIC
P04,Province 4,D36,36 GORKHA,LB392,D36 Dharche Rural Municipality,439206,D36-Dharche 06,47007,11936,KASHIGAUN HP_GORKHA,HEALTH POST,MINISTRY OF HEALTH,RURAL,HILL,PUBLIC
P04,Province 4,D36,36 GORKHA,LB392,D36 Dharche Rural Municipality,439207,D36-Dharche 07,47015,11944,LAPU HEALTH CENTER_GORKHA,HEALTH CENTRE,MINISTRY OF FEDERAL AFFAIRS AND LOCAL DEVELOPMENT,RURAL,HILL,PUBLIC
P04,Province 4,D36,36 GORKHA,LB392,D36 Dharche Rural Municipality,439207,D36-Dharche 07,47016,11945,LAPU HP_GORKHA,HEALTH POST,MINISTRY OF HEALTH,RURAL,HILL,PUBLIC
P04,Province 4,D36,36 GORKHA,LB390,D36 Gandaki Rural Municipality,439001,D36-Gandaki 01,47021,11949,MAKAISING PHC_GORKHA,PRIMARY HEALTH CENTRE,MINISTRY OF HEALTH,RURAL,HILL,PUBLIC
P04,Province 4,D36,36 GORKHA,LB390,D36 Gandaki Rural Municipality,439002,D36-Gandaki 02,47050,11975,TANGLICHOK HP_GORKHA,HEALTH POST,MINISTRY OF HEALTH,RURAL,HILL,PUBLIC
P04,Province 4,D36,36 GORKHA,LB390,D36 Gandaki Rural Municipality,439003,D36-Gandaki 03,46997,11926,FUJEL HP_GORKHA,HEALTH POST,MINISTRY OF HEALTH,RURAL,HILL,PUBLIC
P04,Province 4,D36,36 GORKHA,LB390,D36 Gandaki Rural Municipality,439005,D36-Gandaki 05,46990,11920,DARBUNG HP_GORKHA,HEALTH POST,MINISTRY OF HEALTH,RURAL,HILL,PUBLIC
P04,Province 4,D36,36 GORKHA,LB390,D36 Gandaki Rural Municipality,439006,D36-Gandaki 06,46980,11911,BHUMLICHOK HP_GORKHA,HEALTH POST,MINISTRY OF HEALTH,RURAL,HILL,PUBLIC
P04,Province 4,D36,36 GORKHA,LB390,D36 Gandaki Rural Municipality,439007,D36-Gandaki 07,47002,11931,GHYALCHOK HP_GORKHA,HEALTH POST,MINISTRY OF HEALTH,RURAL,HILL,PUBLIC
P04,Province 4,D36,36 GORKHA,LB384,D36 Gorkha Municipality,438401,D36-Gorkha 01,47051,11976,TAPLE HP_GORKHA,HEALTH POST,MINISTRY OF HEALTH,RURAL,HILL,PUBLIC
P04,Province 4,D36,36 GORKHA,LB384,D36 Gorkha Municipality,438403,D36-Gorkha 03,47031,11956,NARESHWOR HP_GORKHA,HEALTH POST,MINISTRY OF HEALTH,URBAN,HILL,PUBLIC
P04,Province 4,D36,36 GORKHA,LB384,D36 Gorkha Municipality,438404,D36-Gorkha 04,46996,11925,FINAM HP_GORKHA,HEALTH POST,MINISTRY OF HEALTH,URBAN,HILL,PUBLIC
P04,Province 4,D36,36 GORKHA,LB384,D36 Gorkha Municipality,438408,D36-Gorkha 08,47037,11962,RANISWARA HP_GORKHA,HEALTH POST,MINISTRY OF HEALTH,URBAN,HILL,PUBLIC
P04,Province 4,D36,36 GORKHA,LB384,D36 Gorkha Municipality,438412,D36-Gorkha 12,47052,11977,TARANAGAR HP_GORKHA,HEALTH POST,MINISTRY OF HEALTH,URBAN,HILL,PUBLIC
P04,Province 4,D36,36 GORKHA,LB384,D36 Gorkha Municipality,438414,D36-Gorkha 14,46991,11921,DEURALI HP GORKHA,HEALTH POST,MINISTRY OF HEALTH,RURAL,HILL,PUBLIC
P04,Province 4,D36,36 GORKHA,LB385,D36 Palungtar Municipality,438501,D36-Palungtar 01,47013,11942,KHOPLANG HP_GORKHA,HEALTH POST,MINISTRY OF HEALTH,RURAL,HILL,PUBLIC
P04,Province 4,D36,36 GORKHA,LB385,D36 Palungtar Municipality,438502,D36-Palungtar 02,46968,11898,AAMPIPAL HP_GORKHA,HEALTH POST,MINISTRY OF HEALTH,URBAN,HILL,PUBLIC
P04,Province 4,D36,36 GORKHA,LB385,D36 Palungtar Municipality,438504,D36-Palungtar 04,46976,11906,BADDANDA HP_GORKHA,HEALTH POST,MINISTRY OF HEALTH,URBAN,HILL,PUBLIC
P04,Province 4,D36,36 GORKHA,LB385,D36 Palungtar Municipality,438506,D36-Palungtar 06,46998,11927,GAIKHUR HP_GORKHA,HEALTH POST,MINISTRY OF HEALTH,URBAN,HILL,PUBLIC
P04,Province 4,D36,36 GORKHA,LB385,D36 Palungtar Municipality,438507,D36-Palungtar 07,46989,11919,CHYANGLI HP_GORKHA,HEALTH POST,MINISTRY OF HEALTH,URBAN,HILL,PUBLIC
P04,Province 4,D36,36 GORKHA,LB385,D36 Palungtar Municipality,438508,D36-Palungtar 08,46994,11923,DHUNWAKOT HP_GORKHA,HEALTH POST,MINISTRY OF HEALTH,RURAL,HILL,PUBLIC
P04,Province 4,D36,36 GORKHA,LB385,D36 Palungtar Municipality,438509,D36-Palungtar 09,47028,11953,MIRKOT HP_GORKHA,HEALTH POST,MINISTRY OF HEALTH,RURAL,HILL,PUBLIC
P04,Province 4,D36,36 GORKHA,LB394,D36 Sahid Lakhan Rural Municipality,439401,D36-Sahid Lakhan 01,46978,11908,BAKRANG HP_GORKHA,HEALTH POST,MINISTRY OF HEALTH,RURAL,HILL,PUBLIC
P04,Province 4,D36,36 GORKHA,LB394,D36 Sahid Lakhan Rural Municipality,439403,D36-Sahid Lakhan 03,47024,11950,MANAKAMANA HP_GORKHA,HEALTH POST,MINISTRY OF HEALTH,RURAL,HILL,PUBLIC
P04,Province 4,D36,36 GORKHA,LB394,D36 Sahid Lakhan Rural Municipality,439404,D36-Sahid Lakhan 04,47046,11971,TAKLUNG HP_GORKHA,HEALTH POST,MINISTRY OF HEALTH,RURAL,HILL,PUBLIC
P04,Province 4,D36,36 GORKHA,LB394,D36 Sahid Lakhan Rural Municipality,439406,D36-Sahid Lakhan 06,47000,11929,GHAIRUNG HP_GORKHA,HEALTH POST,MINISTRY OF HEALTH,RURAL,HILL,PUBLIC
P04,Province 4,D36,36 GORKHA,LB394,D36 Sahid Lakhan Rural Municipality,439407,D36-Sahid Lakhan 07,46983,11914,BUNKOT HP_GORKHA,HEALTH POST,MINISTRY OF HEALTH,RURAL,HILL,PUBLIC
P04,Province 4,D36,36 GORKHA,LB394,D36 Sahid Lakhan Rural Municipality,439409,D36-Sahid Lakhan 09,47030,11955,NAMJUNG HP_GORKHA,HEALTH POST,MINISTRY OF HEALTH,RURAL,HILL,PUBLIC
P04,Province 4,D36,36 GORKHA,LB387,D36 Siranchok Rural Municipality,438701,D36-Siranchok 01,47008,11937,KERABARI HP_GORKHA,HEALTH POST,MINISTRY OF HEALTH,RURAL,HILL,PUBLIC
P04,Province 4,D36,36 GORKHA,LB387,D36 Siranchok Rural Municipality,438702,D36-Siranchok 02,47053,11978,THALAJUNG HP_GORKHA,HEALTH POST,MINISTRY OF HEALTH,RURAL,HILL,PUBLIC
P04,Province 4,D36,36 GORKHA,LB387,D36 Siranchok Rural Municipality,438703,D36-Siranchok 03,47004,11933,HARMI HP_GORKHA,HEALTH POST,MINISTRY OF HEALTH,RURAL,HILL,PUBLIC
P04,Province 4,D36,36 GORKHA,LB387,D36 Siranchok Rural Municipality,438705,D36-Siranchok 05,46987,11917,CHHOPRAK HP_GORKHA,HEALTH POST,MINISTRY OF HEALTH,RURAL,HILL,PUBLIC
P04,Province 4,D36,36 GORKHA,LB387,D36 Siranchok Rural Municipality,438706,D36-Siranchok 06,46999,11928,GAKHU HP_GORKHA,HEALTH POST,MINISTRY OF HEALTH,RURAL,HILL,PUBLIC
P04,Province 4,D36,36 GORKHA,LB387,D36 Siranchok Rural Municipality,438707,D36-Siranchok 07,47041,11966,SHREENATHKOT HP_GORKHA,HEALTH POST,MINISTRY OF HEALTH,RURAL,HILL,PUBLIC
P04,Province 4,D36,36 GORKHA,LB387,D36 Siranchok Rural Municipality,438708,D36-Siranchok 08,46992,15770,DHARAPANI COMMUNITY HEALTH UNIT_ GORKHA,COMMUNITY HEALTH UNIT,MINISTRY OF HEALTH,RURAL,HILL,PUBLIC
P04,Province 4,D36,36 GORKHA,LB387,D36 Siranchok Rural Municipality,438708,D36-Siranchok 08,47006,11935,JAUBARI PHC_GORKHA,PRIMARY HEALTH CENTRE,MINISTRY OF HEALTH,RURAL,HILL,PUBLIC
P04,Province 4,D36,36 GORKHA,LB386,D36 Sulikot Rural Municipality,438602,D36-Sulikot 02,47056,11981,WARPAK HP_GORKHA,HEALTH POST,MINISTRY OF HEALTH,RURAL,HILL,PUBLIC
P04,Province 4,D36,36 GORKHA,LB386,D36 Sulikot Rural Municipality,438603,D36-Sulikot 03,47045,11970,SWARA HP_GORKHA,HEALTH POST,MINISTRY OF HEALTH,RURAL,HILL,PUBLIC
P04,Province 4,D36,36 GORKHA,LB386,D36 Sulikot Rural Municipality,438604,D36-Sulikot 04,47036,11961,RANCHOK HEALTH CENTER_GORKHA,HEALTH CENTRE,MINISTRY OF FEDERAL AFFAIRS AND LOCAL DEVELOPMENT,RURAL,HILL,PUBLIC
P04,Province 4,D36,36 GORKHA,LB386,D36 Sulikot Rural Municipality,438604,D36-Sulikot 04,47040,11965,SAURPANI HP_GORKHA,HEALTH POST,MINISTRY OF HEALTH,RURAL,HILL,PUBLIC
P04,Province 4,D36,36 GORKHA,LB386,D36 Sulikot Rural Municipality,438605,D36-Sulikot 05,47048,11973,TAKUMAJ LAKURIBOT HP_GORKHA,HEALTH POST,MINISTRY OF HEALTH,RURAL,HILL,PUBLIC
P04,Province 4,D36,36 GORKHA,LB386,D36 Sulikot Rural Municipality,438606,D36-Sulikot 06,47047,11972,TAKUKOT HP_GORKHA,HEALTH POST,MINISTRY OF HEALTH,RURAL,HILL,PUBLIC
P04,Province 4,D36,36 GORKHA,LB386,D36 Sulikot Rural Municipality,438607,D36-Sulikot 07,47032,11957,PANCHKHUWA DEURALI HP_GORKHA,HEALTH POST,MINISTRY OF HEALTH,RURAL,HILL,PUBLIC
P04,Province 4,D36,36 GORKHA,LB386,D36 Sulikot Rural Municipality,438608,D36-Sulikot 08,47033,11958,PANDRUNG HP_GORKHA,HEALTH POST,MINISTRY OF HEALTH,RURAL,HILL,PUBLIC
P04,Province 4,D36,36 GORKHA,LB384,D36 Gorkha Municipality,2673,GORAKHA MUNICIPALITY,46986,15769,CHHEPETAR URBAN HEALTH CENTER_ GORKHA,URBAN HEALTH CENTRE,MINISTRY OF HEALTH,URBAN,HILL,PUBLIC
P04,Province 4,D36,36 GORKHA,LB384,D36 Gorkha Municipality,2673,GORAKHA MUNICIPALITY,46995,11924,DISTRICT HOSPITAL_ GORKHA,DISTRICT HOSPITAL,MINISTRY OF HEALTH,URBAN,HILL,PUBLIC
P04,Province 4,D36,36 GORKHA,LB384,D36 Gorkha Municipality,2673,GORAKHA MUNICIPALITY,47018,15768,LAXMIBAZAR URBAN HEALTH CENTER_ GORKHA,URBAN HEALTH CENTRE,MINISTRY OF HEALTH,URBAN,HILL,PUBLIC
P04,Province 4,D36,36 GORKHA,LB384,D36 Gorkha Municipality,2673,GORAKHA MUNICIPALITY,47027,11952,MCH CLINIC (GDH)_GORKHA,INSTITUTIONAL CLINIC,MINISTRY OF HEALTH,URBAN,HILL,PUBLIC
P04,Province 4,D36,36 GORKHA,LB384,D36 Gorkha Municipality,2673,GORAKHA MUNICIPALITY,47034,15767,PASLANG URBAN HEALTH CENTER_ GORKHA,URBAN HEALTH CENTRE,MINISTRY OF HEALTH,URBAN,HILL,PUBLIC
P04,Province 4,D36,36 GORKHA,LB392,D36 Dharche Rural Municipality,2680,KERAUJA,47005,11934,HULCHUK HEALTH CENTER_GORKHA,HEALTH CENTRE,MINISTRY OF FEDERAL AFFAIRS AND LOCAL DEVELOPMENT,RURAL,HILL,PUBLIC
P04,Province 4,D36,36 GORKHA,LB394,D36 Sahid Lakhan Rural Municipality,2687,MANAKAMANA-GORKHA,47022,15771,MANAKAMANA HEALTH CENTER_ GORKHA,HEALTH CENTRE,MINISTRY OF FEDERAL AFFAIRS AND LOCAL DEVELOPMENT,RURAL,HILL,PUBLIC
P04,Province 4,D37,37 LAMJUNG,LB395,D37 Beshi Sahar Municipality,439501,D37-Beshi Sahar 01,47137,13472,UDIPUR HP_LAMJUNG,HEALTH POST,MINISTRY OF HEALTH,URBAN,HILL,PUBLIC
P04,Province 4,D37,37 LAMJUNG,LB395,D37 Beshi Sahar Municipality,439502,D37-Beshi Sahar 02,47091,13436,GAUNSAHAR HP_LAMJUNG,HEALTH POST,MINISTRY OF HEALTH,URBAN,HILL,PUBLIC
P04,Province 4,D37,37 LAMJUNG,LB395,D37 Beshi Sahar Municipality,439504,D37-Beshi Sahar 04,47119,13458,PURNAKOT HP_LAMJUNG,HEALTH POST,MINISTRY OF HEALTH,URBAN,HILL,PUBLIC
P04,Province 4,D37,37 LAMJUNG,LB395,D37 Beshi Sahar Municipality,439505,D37-Beshi Sahar 05,47108,13451,NALMA HP_LAMJUNG,HEALTH POST,MINISTRY OF HEALTH,URBAN,HILL,PUBLIC
P04,Province 4,D37,37 LAMJUNG,LB395,D37 Beshi Sahar Municipality,439506,D37-Beshi Sahar 06,47076,13425,CHANDISTHAN HP_LAMJUNG,HEALTH POST,MINISTRY OF HEALTH,URBAN,HILL,PUBLIC
P04,Province 4,D37,37 LAMJUNG,LB395,D37 Beshi Sahar Municipality,439508,D37-Beshi Sahar 08,47103,13446,LAMJUNG COMMUNITY HOSPITAL_LAMJUNG,GENERAL HOSPITAL,MINISTRY OF HEALTH,URBAN,HILL,PUBLIC
P04,Province 4,D37,37 LAMJUNG,LB395,D37 Beshi Sahar Municipality,439510,D37-Beshi Sahar 10,47060,13412,BAJHAKHET HP_LAMJUNG,HEALTH POST,MINISTRY OF HEALTH,RURAL,HILL,PUBLIC
P04,Province 4,D37,37 LAMJUNG,LB395,D37 Beshi Sahar Municipality,439511,D37-Beshi Sahar 11,47074,15920,Borbot Community Healht Unit_Lamjung,COMMUNITY HEALTH UNIT,MINISTRY OF HEALTH,RURAL,HILL,PUBLIC
P04,Province 4,D37,37 LAMJUNG,LB395,D37 Beshi Sahar Municipality,439511,D37-Beshi Sahar 11,47080,13428,CHITITHALA HP_LAMJUNG,HEALTH POST,MINISTRY OF HEALTH,RURAL,HILL,PUBLIC
P04,Province 4,D37,37 LAMJUNG,LB395,D37 Beshi Sahar Municipality,439511,D37-Beshi Sahar 11,47122,15925,River side Health Unit_ Lamjung,COMMUNITY HEALTH UNIT,MINISTRY OF HEALTH,RURAL,HILL,PUBLIC
P04,Province 4,D37,37 LAMJUNG,LB401,D37 Dordi Rural Municipality,440101,D37-Dordi 01,47065,13416,BHARTE HP_LAMJUNG,HEALTH POST,MINISTRY OF HEALTH,RURAL,HILL,PUBLIC
P04,Province 4,D37,37 LAMJUNG,LB401,D37 Dordi Rural Municipality,440102,D37-Dordi 02,47057,13409,ARCHALBOT HP_LAMJUNG,HEALTH POST,MINISTRY OF HEALTH,RURAL,HILL,PUBLIC
P04,Province 4,D37,37 LAMJUNG,LB401,D37 Dordi Rural Municipality,440103,D37-Dordi 03,47125,13463,SHREEMANJYANG HP_LAMJUNG,HEALTH POST,MINISTRY OF HEALTH,RURAL,HILL,PUBLIC
P04,Province 4,D37,37 LAMJUNG,LB401,D37 Dordi Rural Municipality,440104,D37-Dordi 04,47110,13452,NAUTHAR HP_LAMJUNG,HEALTH POST,MINISTRY OF HEALTH,RURAL,HILL,PUBLIC
P04,Province 4,D37,37 LAMJUNG,LB401,D37 Dordi Rural Municipality,440105,D37-Dordi 05,47113,13454,PACHOK HP_LAMJUNG,HEALTH POST,MINISTRY OF HEALTH,RURAL,HILL,PUBLIC
P04,Province 4,D37,37 LAMJUNG,LB401,D37 Dordi Rural Municipality,440106,D37-Dordi 06,47084,13431,DHODENI HP_LAMJUNG,HEALTH POST,MINISTRY OF HEALTH,RURAL,HILL,PUBLIC
P04,Province 4,D37,37 LAMJUNG,LB401,D37 Dordi Rural Municipality,440107,D37-Dordi 07,47116,13457,PHALENI HP_LAMJUNG,HEALTH POST,MINISTRY OF HEALTH,RURAL,HILL,PUBLIC
P04,Province 4,D37,37 LAMJUNG,LB401,D37 Dordi Rural Municipality,440108,D37-Dordi 08,47062,13414,BANSAR HP_LAMJUNG,HEALTH POST,MINISTRY OF HEALTH,RURAL,HILL,PUBLIC
P04,Province 4,D37,37 LAMJUNG,LB401,D37 Dordi Rural Municipality,440109,D37-Dordi 09,47094,13439,HILETASKAR HP_LAMJUNG,HEALTH POST,MINISTRY OF HEALTH,RURAL,HILL,PUBLIC
P04,Province 4,D37,37 LAMJUNG,LB400,D37 Dudhapokhari Rural Municipality,440001,D37-Dudhapokhari 01,47087,13433,DUDHAPOKHARI HP_LAMJUNG,HEALTH POST,MINISTRY OF HEALTH,RURAL,HILL,PUBLIC
P04,Province 4,D37,37 LAMJUNG,LB400,D37 Dudhapokhari Rural Municipality,440002,D37-Dudhapokhari 02,47073,13423,BICHAUR HP_LAMJUNG,HEALTH POST,MINISTRY OF HEALTH,RURAL,HILL,PUBLIC
